word,sentiment
yag,neutral
kotak,neutral
keliling,neutral
teken,neutral
dikavling,neutral
transfer,neutral
antusiasme,neutral
sejln,neutral
menag,neutral
yesss,neutral
hgbnya,neutral
jilat,neutral
tradisional,neutral
psikiater,neutral
bxb,neutral
ngerjakan,neutral
mampus,neutral
interacted,neutral
soekarnoputri,neutral
pjr,neutral
imin,neutral
calm,neutral
besaaar,neutral
getafe,neutral
ngopi,neutral
otto,neutral
sengol,neutral
jakarta,neutral
dalih,neutral
cabutin,neutral
detikcom,neutral
pampang,neutral
tegap,neutral
optimal,neutral
ferdi,neutral
biggest,neutral
usindo,neutral
dosenasn,neutral
jombang,neutral
membrantas,neutral
jangkau,neutral
kaget,neutral
segarberkonten,neutral
produktif,neutral
rela,neutral
cakep,neutral
lamar,neutral
books,neutral
moelyono,neutral
arteri,neutral
pegawai,neutral
pantau,neutral
saiki,neutral
iiihhh,neutral
guests,neutral
sumbang,neutral
h,neutral
mapenduma,neutral
else,neutral
rekomendasi,neutral
rejim,neutral
sehat,neutral
walopun,neutral
limut,neutral
silang,neutral
pembarantasan,neutral
kecoak,neutral
dokumentasi,neutral
lcs,neutral
makassar,neutral
lets,neutral
zalim,neutral
mana,neutral
transmigrasi,neutral
fyp,neutral
tangerang,neutral
suply,neutral
perihal,neutral
ramli,neutral
gimanapun,neutral
inflasi,neutral
tbtb,neutral
deh,neutral
cendrawasih,neutral
warahmatullahi,neutral
akunih,neutral
otak,neutral
kukuh,neutral
solusi,neutral
ghailand,neutral
respect,neutral
kalimat,neutral
syadzily,neutral
paket,neutral
angger,neutral
isi,neutral
bisik,neutral
papua,neutral
coy,neutral
daftar,neutral
tektokan,neutral
gentle,neutral
indak,neutral
rote,neutral
greget,neutral
prasarana,neutral
lampu,neutral
saw,neutral
transparansi,neutral
kerudung,neutral
all,neutral
ii,neutral
menang,neutral
massal,neutral
kemendikbudristek,neutral
jajaranya,neutral
kemas,neutral
one,neutral
lu,neutral
cc,neutral
kacau,neutral
fasos,neutral
lengser,neutral
onlen,neutral
asn,neutral
true,neutral
alam,neutral
pmbegal,neutral
cerbon,neutral
timbun,neutral
cabutperpresnotahun,neutral
koordinasi,neutral
vw,neutral
ckckckkkkkkk,neutral
peh,neutral
blessing,neutral
tata,neutral
ages,neutral
gigih,neutral
tampung,neutral
bendungankaryakita,neutral
teritorial,neutral
jo,neutral
jangan,neutral
parcok,neutral
junto,neutral
madam,neutral
disguise,neutral
hrg,neutral
hercules,neutral
seni,neutral
kalurahan,neutral
manuscript,neutral
kacrut,neutral
bguan,neutral
sungsang,neutral
diskominfosanditik,neutral
petisi,neutral
kapling,neutral
terimakasih,neutral
selangor,neutral
ragu,neutral
kencang,neutral
asnaf,neutral
menkeu,neutral
hipakad,neutral
executive,neutral
reaksi,neutral
calon,neutral
bongkarin,neutral
gramed,neutral
layak,neutral
jogja,neutral
ponorogo,neutral
gerung,neutral
wisnu,neutral
nurani,neutral
perspektif,neutral
isu,neutral
maluin,neutral
adat,neutral
respati,neutral
aceh,neutral
sanjung,neutral
mma,neutral
kholid,neutral
dungu,neutral
investasi,neutral
entot,neutral
nagara,neutral
ngapal,neutral
duet,neutral
aplus,neutral
krema,neutral
kesini,neutral
pelni,neutral
kesi,neutral
iqiyi,neutral
seremonial,neutral
wamentan,neutral
tanggapanx,neutral
budha,neutral
soik,neutral
operasi,neutral
profesi,neutral
akmil,neutral
ting,neutral
jagung,neutral
djp,neutral
idola,neutral
mori,neutral
proaktif,neutral
luncur,neutral
year,neutral
jangankau,neutral
tongos,neutral
meni,neutral
terus,neutral
propaganda,neutral
sbgi,neutral
early,neutral
manfaat,neutral
litbang,neutral
kurikulum,neutral
minhajul,neutral
manipulasi,neutral
boneka,neutral
transport,neutral
baby,neutral
wewenang,neutral
yaaakk,neutral
mgb,neutral
trmksh,neutral
duri,neutral
yess,neutral
olah,neutral
presidenp,neutral
efektivitas,neutral
afrika,neutral
tipe,neutral
impor,neutral
gubernur,neutral
umr,neutral
hasyim,neutral
exodus,neutral
mateng,neutral
das,neutral
dibrantas,neutral
era,neutral
permenaker,neutral
elon,neutral
libur,neutral
klasik,neutral
keras,neutral
biologi,neutral
akang,neutral
fb,neutral
prab,neutral
kunjung,neutral
celebrates,neutral
erat,neutral
kaco,neutral
sipit,neutral
post,neutral
fraudnya,neutral
sunyi,neutral
makanbergizibangunnegeri,neutral
gigawatt,neutral
volume,neutral
dul,neutral
sepi,neutral
cilaka,neutral
likuiditas,neutral
explore,neutral
duduk,neutral
mjd,neutral
freepalestine,neutral
lgbtq,neutral
pondok,neutral
kelas,neutral
senang,neutral
dik,neutral
juaini,neutral
bulog,neutral
ngomel,neutral
sparatisme,neutral
relate,neutral
dobol,neutral
sinarharian,neutral
more,neutral
saudar,neutral
yen,neutral
tiongkok,neutral
sudjatmiko,neutral
pmrth,neutral
esensi,neutral
there,neutral
rpt,neutral
kangkang,neutral
scientist,neutral
note,neutral
wibawa,neutral
hoaxs,neutral
ngakunya,neutral
sonorapagi,neutral
jahat,neutral
rumus,neutral
argumen,neutral
stupidity,neutral
irl,neutral
dc,neutral
opsi,neutral
gsn,neutral
google,neutral
traumatized,neutral
tenan,neutral
pachad,neutral
physically,neutral
final,neutral
anggktaa,neutral
tunu,neutral
hotahe,neutral
pesan,neutral
gertak,neutral
brooks,neutral
place,neutral
engagement,neutral
batubara,neutral
gujarat,neutral
mahatma,neutral
briliandancemerlang,neutral
rekor,neutral
iyo,neutral
patih,neutral
tlah,neutral
rayu,neutral
mantan,neutral
tara,neutral
traktor,neutral
klkw,neutral
patuh,neutral
tabur,neutral
dkung,neutral
komik,neutral
disalahgunakan,neutral
pengaruh,neutral
imron,neutral
tejas,neutral
ceasifire,neutral
ibu,neutral
desaterdepanuntukindonesia,neutral
corbuzier,neutral
sulsel,neutral
paulo,neutral
uni,neutral
privatisasi,neutral
bandel,neutral
care,neutral
satunegaraduapresiden,neutral
signed,neutral
muanas,neutral
faring,neutral
kewalahan,neutral
inklusivitas,neutral
pagi,neutral
hindu,neutral
aduh,neutral
nikel,neutral
semuabuat,neutral
ngeroasting,neutral
balancing,neutral
sogok,neutral
pudjiastuti,neutral
sugiono,neutral
gandrung,neutral
waas,neutral
komponen,neutral
tol,neutral
yes,neutral
buzzernya,neutral
gara,neutral
at,neutral
bahaya,neutral
maharani,neutral
attending,neutral
piro,neutral
agung,neutral
puja,neutral
your,neutral
kompensasi,neutral
bosssss,neutral
ngritik,neutral
abah,neutral
teman,neutral
kepala,neutral
sempurna,neutral
momen,neutral
oposan,neutral
mardiono,neutral
efisiensi,neutral
colek,neutral
tur,neutral
rekening,neutral
pbb,neutral
high,neutral
konspirasi,neutral
bintan,neutral
buzzerp,neutral
little,neutral
sinarmas,neutral
tms,neutral
macan,neutral
home,neutral
estetika,neutral
muzani,neutral
dilidik,neutral
halah,neutral
rate,neutral
masjidil,neutral
hindayana,neutral
blog,neutral
innova,neutral
ekspansif,neutral
identitas,neutral
diseetir,neutral
otw,neutral
intel,neutral
aun,neutral
efficient,neutral
immigrants,neutral
ironis,neutral
ssalamualaikum,neutral
ketidakseriusan,neutral
tech,neutral
mayted,neutral
dapd,neutral
sial,neutral
ranking,neutral
timah,neutral
rocky,neutral
bunuh,neutral
gebrak,neutral
pikir,neutral
individuality,neutral
eddy,neutral
hiruk,neutral
legenda,neutral
tari,neutral
maguire,neutral
okp,neutral
iq,neutral
cuk,neutral
sebag,neutral
transparan,neutral
gabung,neutral
proper,neutral
musuin,neutral
profesionalisme,neutral
pakde,neutral
minggu,neutral
meaningful,neutral
lx,neutral
obligasi,neutral
liek,neutral
services,neutral
siraja,neutral
rt,neutral
ti,neutral
via,neutral
daun,neutral
spek,neutral
we,neutral
gub,neutral
forces,neutral
pigay,neutral
nambahin,neutral
doctor,neutral
boycott,neutral
meja,neutral
pn,neutral
malu,neutral
crimes,neutral
komnas,neutral
hidayah,neutral
malaka,neutral
karunia,neutral
fir,neutral
prospek,neutral
komisaris,neutral
macanya,neutral
adeknya,neutral
bunch,neutral
chairul,neutral
cry,neutral
mentesmumpuni,neutral
bulu,neutral
tamvan,neutral
hibah,neutral
bubar,neutral
melulu,neutral
bpk,neutral
ajaib,neutral
alhamdulillah,neutral
law,neutral
efesiensi,neutral
gen,neutral
rashtrapati,neutral
gar,neutral
playing,neutral
unemployment,neutral
pks,neutral
rudi,neutral
terbang,neutral
development,neutral
idam,neutral
cita,neutral
ever,neutral
sigh,neutral
indonesiamaju,neutral
stafkakus,neutral
valid,neutral
also,neutral
jenis,neutral
kandidat,neutral
cengkraman,neutral
sangsi,neutral
goblokkkkkk,neutral
visioner,neutral
makmur,neutral
kue,neutral
org,neutral
malino,neutral
pahit,neutral
provinsi,neutral
persengkokolan,neutral
national,neutral
indonsia,neutral
palestine,neutral
pertama,neutral
unpad,neutral
jenderal,neutral
imbang,neutral
pco,neutral
tulangbawang,neutral
flyover,neutral
kabinetmerahputih,neutral
grusu,neutral
presidren,neutral
moncong,neutral
bop,neutral
ngapa,neutral
fii,neutral
satgas,neutral
peluh,neutral
apaka,neutral
kuch,neutral
pidato,neutral
cruiser,neutral
harkat,neutral
isramikrajh,neutral
katai,neutral
mengahasilkan,neutral
dukungpolri,neutral
dpo,neutral
dorong,neutral
dukacita,neutral
sidik,neutral
skor,neutral
jeblos,neutral
selebgram,neutral
rampung,neutral
supermarket,neutral
ikhwanul,neutral
beler,neutral
kucur,neutral
sigitkhan,neutral
kawal,neutral
bangkal,neutral
babang,neutral
rincian,neutral
rubicon,neutral
hancur,neutral
tawon,neutral
munas,neutral
kwkwkwkwowkw,neutral
otomatis,neutral
kades,neutral
panglima,neutral
bhabinkamtibmas,neutral
approval,neutral
rudal,neutral
solar,neutral
ministers,neutral
pantek,neutral
pundi,neutral
jati,neutral
kali,neutral
congokkkk,neutral
traumatis,neutral
eropa,neutral
gandi,neutral
revolusi,neutral
sepele,neutral
dilemparin,neutral
alias,neutral
ari,neutral
skeptis,neutral
hakim,neutral
melek,neutral
sukoharjo,neutral
wareg,neutral
ngutil,neutral
matahari,neutral
tempo,neutral
mami,neutral
barel,neutral
lesu,neutral
brazil,neutral
merdeka,neutral
pejabattitipan,neutral
polos,neutral
bumnuntukindonesia,neutral
yuhuuuu,neutral
ngapunten,neutral
ras,neutral
dunham,neutral
tabok,neutral
will,neutral
cuek,neutral
serakah,neutral
copet,neutral
gaksih,neutral
sanggup,neutral
engapan,neutral
entas,neutral
baginda,neutral
himbauan,neutral
gresik,neutral
ampo,neutral
ngeles,neutral
lambat,neutral
usik,neutral
friend,neutral
batas,neutral
jungkal,neutral
tulus,neutral
though,neutral
profesor,neutral
padhal,neutral
pembatalaan,neutral
koreksi,neutral
games,neutral
markup,neutral
ngelindur,neutral
poros,neutral
gubris,neutral
resin,neutral
americas,neutral
ui,neutral
ayahanda,neutral
slebihnya,neutral
urgen,neutral
inves,neutral
muslim,neutral
supremasi,neutral
wakwakland,neutral
tegas,neutral
five,neutral
februari,neutral
pilih,neutral
bangkok,neutral
rrt,neutral
gelombang,neutral
hektar,neutral
kubur,neutral
sender,neutral
ruang,neutral
respon,neutral
shift,neutral
ladang,neutral
iming,neutral
latih,neutral
tinggi,neutral
ukhuwahislamiyah,neutral
malay,neutral
ibob,neutral
sketika,neutral
ingin,neutral
pmrthn,neutral
hina,neutral
dicengkram,neutral
geopolitik,neutral
great,neutral
tani,neutral
lebanon,neutral
invitee,neutral
tempur,neutral
novi,neutral
tetot,neutral
duplikasi,neutral
sir,neutral
sewu,neutral
biden,neutral
jomplang,neutral
baiq,neutral
then,neutral
cuplik,neutral
congok,neutral
jurang,neutral
partai,neutral
kuta,neutral
startegi,neutral
want,neutral
mules,neutral
survey,neutral
laknat,neutral
used,neutral
nyenggol,neutral
shinawatra,neutral
ditelen,neutral
natal,neutral
bajo,neutral
ags,neutral
clean,neutral
nyiapin,neutral
cekam,neutral
suku,neutral
bus,neutral
miqdar,neutral
dilemma,neutral
jusuf,neutral
od,neutral
cowards,neutral
dharma,neutral
hemat,neutral
hedon,neutral
once,neutral
capai,neutral
mesti,neutral
memek,neutral
utus,neutral
lunak,neutral
beritasawit,neutral
jiwa,neutral
ara,neutral
accept,neutral
sarmuji,neutral
tele,neutral
bersih,neutral
apel,neutral
milad,neutral
rothschild,neutral
lupa,neutral
beritaterkini,neutral
subiyanto,neutral
masarakat,neutral
kreditor,neutral
pkp,neutral
honor,neutral
lhaiyo,neutral
pantura,neutral
rich,neutral
naif,neutral
lempar,neutral
nusantara,neutral
gencat,neutral
up,neutral
gerah,neutral
kacang,neutral
boyong,neutral
curiga,neutral
senam,neutral
stafsus,neutral
traders,neutral
tinggiii,neutral
dilanjutin,neutral
pensiun,neutral
hybride,neutral
usrrr,neutral
norak,neutral
tangkapjokowi,neutral
besi,neutral
anggep,neutral
pagernya,neutral
defisit,neutral
telapak,neutral
buta,neutral
apdesi,neutral
perahu,neutral
wajah,neutral
axiata,neutral
blok,neutral
garem,neutral
optimisme,neutral
nstnation,neutral
indonesian,neutral
ribu,neutral
untuk,neutral
duck,neutral
pasal,neutral
dengar,neutral
atur,neutral
kompas,neutral
grey,neutral
ros,neutral
bina,neutral
hahahahahahaha,neutral
bot,neutral
abad,neutral
minimum,neutral
israel,neutral
show,neutral
kenelah,neutral
teenlit,neutral
peras,neutral
turanggaseta,neutral
plecidennnan,neutral
mei,neutral
sumpek,neutral
lembut,neutral
tupoksinya,neutral
formasi,neutral
zelena,neutral
talent,neutral
proses,neutral
lawanopmperusakpapua,neutral
amal,neutral
manut,neutral
quite,neutral
guru,neutral
efisiensipemerintahan,neutral
indramayu,neutral
bayang,neutral
selenggara,neutral
asu,neutral
nampaknya,neutral
bibit,neutral
dimabes,neutral
gusdur,neutral
kmr,neutral
rudy,neutral
sidang,neutral
berat,neutral
recordnya,neutral
mesir,neutral
luas,neutral
waduuhh,neutral
keeikil,neutral
powerful,neutral
london,neutral
aktif,neutral
benalu,neutral
yulilistbitget,neutral
surveyor,neutral
raffi,neutral
model,neutral
railfans,neutral
belio,neutral
skb,neutral
responden,neutral
turun,neutral
full,neutral
patwal,neutral
tvs,neutral
helar,neutral
subhanallah,neutral
desainer,neutral
numbering,neutral
teko,neutral
selat,neutral
responsibility,neutral
wisudawann,neutral
mengobrak,neutral
merk,neutral
plongaplongo,neutral
kadaulatan,neutral
kritik,neutral
apartemen,neutral
input,neutral
rais,neutral
handai,neutral
hamzah,neutral
iring,neutral
oni,neutral
shawn,neutral
intrik,neutral
lumpuh,neutral
bbri,neutral
institusi,neutral
tb,neutral
ktt,neutral
remeh,neutral
kop,neutral
pinggir,neutral
dissappointed,neutral
tua,neutral
podium,neutral
payung,neutral
ngeri,neutral
absah,neutral
posyandu,neutral
astacita,neutral
canda,neutral
anthem,neutral
berisik,neutral
kga,neutral
ningkatin,neutral
fuck,neutral
airbus,neutral
panci,neutral
ireng,neutral
rasuah,neutral
putar,neutral
beban,neutral
betol,neutral
khayal,neutral
gardu,neutral
jaishankar,neutral
bappenas,neutral
ngabisin,neutral
monggo,neutral
atsar,neutral
tendensi,neutral
ibrat,neutral
antisipasi,neutral
minta,neutral
kelengkeng,neutral
bangung,neutral
ngedabruss,neutral
thieves,neutral
tambanglucu,neutral
disanthet,neutral
years,neutral
island,neutral
alihfungsi,neutral
aju,neutral
inklusif,neutral
harita,neutral
fufufafa,neutral
bakar,neutral
centralized,neutral
foke,neutral
ganyang,neutral
ngeluh,neutral
any,neutral
ditaon,neutral
thriller,neutral
masasehhhh,neutral
core,neutral
pmrintah,neutral
owe,neutral
details,neutral
kapas,neutral
pntes,neutral
busyeet,neutral
kemlu,neutral
minder,neutral
sulit,neutral
agenda,neutral
kasi,neutral
adakalanya,neutral
lukis,neutral
gayut,neutral
kapannnnn,neutral
serang,neutral
realisasi,neutral
beijing,neutral
tradisi,neutral
air,neutral
ungkap,neutral
adminnya,neutral
yoan,neutral
akses,neutral
prabowosubianto,neutral
keder,neutral
beri,neutral
dibackup,neutral
kadrun,neutral
ekonom,neutral
pejbt,neutral
sdm,neutral
ali,neutral
bahan,neutral
negatif,neutral
mudik,neutral
kasus,neutral
disponsorin,neutral
buruh,neutral
daya,neutral
kaji,neutral
kokoh,neutral
nguing,neutral
saing,neutral
pribumi,neutral
ngeimplementasiin,neutral
mukidi,neutral
populasi,neutral
uduk,neutral
roda,neutral
bilateral,neutral
ngikut,neutral
akhrnya,neutral
bocah,neutral
followers,neutral
menlu,neutral
loh,neutral
bedelah,neutral
sekab,neutral
minus,neutral
tachi,neutral
acknowledge,neutral
musnah,neutral
minyak,neutral
wota,neutral
majikan,neutral
super,neutral
konsep,neutral
taj,neutral
lancar,neutral
kroto,neutral
yahya,neutral
kompromi,neutral
hikmah,neutral
sumberdayanya,neutral
moncer,neutral
bomber,neutral
limosin,neutral
paksa,neutral
benderang,neutral
culik,neutral
numpang,neutral
migran,neutral
ternak,neutral
barusan,neutral
polrikpkbersinergi,neutral
pagarlaut,neutral
piara,neutral
denda,neutral
sebal,neutral
series,neutral
masaak,neutral
amorim,neutral
kapai,neutral
jatuh,neutral
gamungkin,neutral
transformasi,neutral
sarjana,neutral
man,neutral
gegabah,neutral
selamatkanprabowo,neutral
picu,neutral
biasa,neutral
windah,neutral
bojongkoneng,neutral
rakyt,neutral
turut,neutral
wapresnya,neutral
polis,neutral
pailit,neutral
arsenal,neutral
canang,neutral
tirana,neutral
hahahahha,neutral
ristek,neutral
ikr,neutral
sinyal,neutral
palestina,neutral
hrsmya,neutral
seuprit,neutral
tsunami,neutral
spesifik,neutral
babhinsa,neutral
pos,neutral
hehehe,neutral
klaim,neutral
balas,neutral
judi,neutral
lekat,neutral
cebur,neutral
pgawai,neutral
bpn,neutral
bengkak,neutral
reflecting,neutral
limousine,neutral
putin,neutral
narashi,neutral
ser,neutral
slma,neutral
watak,neutral
nimbrung,neutral
loreng,neutral
dlmnya,neutral
selimut,neutral
data,neutral
bpjs,neutral
bhi,neutral
acceptance,neutral
clear,neutral
murid,neutral
decentralized,neutral
kenan,neutral
patungan,neutral
sumedang,neutral
mentioned,neutral
stem,neutral
pajak,neutral
sayang,neutral
mostly,neutral
petaka,neutral
bara,neutral
pasifik,neutral
pres,neutral
immaculate,neutral
dewan,neutral
alhamdullilah,neutral
renov,neutral
tki,neutral
betmen,neutral
gerbangkertasusila,neutral
hobi,neutral
insha,neutral
tentram,neutral
boros,neutral
musk,neutral
akal,neutral
pki,neutral
galfok,neutral
hambali,neutral
b,neutral
tuhan,neutral
religius,neutral
natural,neutral
mawon,neutral
kuning,neutral
rakus,neutral
following,neutral
kerupuk,neutral
bersamaberantasjudol,neutral
threads,neutral
geli,neutral
immensely,neutral
wahid,neutral
wardhana,neutral
bank,neutral
elegan,neutral
deforestasi,neutral
creative,neutral
yata,neutral
panipuri,neutral
mnjilat,neutral
gel,neutral
kader,neutral
terap,neutral
iraq,neutral
hobbinya,neutral
pandang,neutral
due,neutral
segera,neutral
mister,neutral
layan,neutral
henti,neutral
gemar,neutral
mie,neutral
honorer,neutral
deklarasi,neutral
dahulu,neutral
kebo,neutral
oenjilat,neutral
catut,neutral
kg,neutral
tenaga,neutral
mlakukn,neutral
klasifikasi,neutral
tentang,neutral
diamanin,neutral
jokowiterkorupoccrp,neutral
duh,neutral
retreat,neutral
mngangkat,neutral
puki,neutral
supporting,neutral
kesah,neutral
bentur,neutral
gas,neutral
kadarluarsa,neutral
subianto,neutral
traditional,neutral
ukir,neutral
sobatkom,neutral
selandia,neutral
fresh,neutral
lari,neutral
wowok,neutral
kesan,neutral
rajghat,neutral
bar,neutral
nuansa,neutral
pie,neutral
indonesi,neutral
streaming,neutral
baterai,neutral
didlmnya,neutral
lengkap,neutral
chinese,neutral
shafiq,neutral
warganegara,neutral
ukraina,neutral
iftitah,neutral
ngelaut,neutral
arti,neutral
would,neutral
cebong,neutral
kagak,neutral
aparat,neutral
risiko,neutral
bett,neutral
dimonas,neutral
ramein,neutral
lime,neutral
happy,neutral
nota,neutral
chaos,neutral
optimis,neutral
pasuk,neutral
they,neutral
loading,neutral
menghianati,neutral
stylish,neutral
sugiri,neutral
imo,neutral
nampung,neutral
memtri,neutral
lubis,neutral
dkit,neutral
nyampek,neutral
hmmm,neutral
sengsara,neutral
nasional,neutral
thagabun,neutral
syariat,neutral
rhu,neutral
wajib,neutral
agile,neutral
jamaah,neutral
enggan,neutral
prioritas,neutral
ratus,neutral
exterminated,neutral
gp,neutral
souvenir,neutral
mandir,neutral
aur,neutral
angkasa,neutral
kontak,neutral
ndelok,neutral
bangsad,neutral
jendran,neutral
jatigede,neutral
agama,neutral
kim,neutral
konsisten,neutral
release,neutral
bp,neutral
dek,neutral
ajk,neutral
demetriou,neutral
gelintir,neutral
yenny,neutral
persentase,neutral
penjuru,neutral
kkp,neutral
tas,neutral
kuota,neutral
sjafrie,neutral
endorsement,neutral
sampah,neutral
studi,neutral
utak,neutral
rendam,neutral
nganu,neutral
permanen,neutral
awokwokwokwok,neutral
magnificent,neutral
abrek,neutral
guys,neutral
anggernya,neutral
sempat,neutral
segitu,neutral
ceo,neutral
mind,neutral
dasco,neutral
set,neutral
merosot,neutral
rampok,neutral
asal,neutral
berdo,neutral
favorite,neutral
drama,neutral
ex,neutral
gerombolanya,neutral
sandera,neutral
sakit,neutral
swasta,neutral
oligarkhi,neutral
renovasinyaaa,neutral
miskin,neutral
derita,neutral
saklek,neutral
ahok,neutral
pendekar,neutral
tax,neutral
hi,neutral
kendala,neutral
challenge,neutral
sengaja,neutral
trik,neutral
jepara,neutral
indikasi,neutral
kelakar,neutral
mengerijan,neutral
istighfar,neutral
lek,neutral
rusakin,neutral
fenomena,neutral
andi,neutral
timbal,neutral
hadiah,neutral
kertas,neutral
sukarno,neutral
aduankami,neutral
lini,neutral
kutip,neutral
bant,neutral
pakar,neutral
maritime,neutral
lewotobi,neutral
warganet,neutral
hahah,neutral
teknik,neutral
unud,neutral
mangrove,neutral
titiek,neutral
atik,neutral
higienis,neutral
idol,neutral
ajudan,neutral
discussion,neutral
verbal,neutral
paling,neutral
sulut,neutral
mulus,neutral
sekian,neutral
be,neutral
included,neutral
ppl,neutral
hindar,neutral
listyo,neutral
soon,neutral
aku,neutral
klop,neutral
akuntabilitas,neutral
weekend,neutral
terkadang,neutral
luuuuu,neutral
oceh,neutral
macam,neutral
standby,neutral
prez,neutral
pltgu,neutral
komandan,neutral
gilir,neutral
bagaya,neutral
apa,neutral
anung,neutral
lauk,neutral
mnjd,neutral
ndeso,neutral
tusbol,neutral
rob,neutral
pada,neutral
inisiator,neutral
musekkkk,neutral
fase,neutral
cisadane,neutral
imigrasi,neutral
topic,neutral
senjang,neutral
ustadz,neutral
agreement,neutral
individu,neutral
arogant,neutral
gbk,neutral
barakallah,neutral
production,neutral
apeeeees,neutral
rubah,neutral
qrisbri,neutral
alir,neutral
hoegeng,neutral
revisi,neutral
dkk,neutral
parkir,neutral
laporin,neutral
sda,neutral
naga,neutral
bumi,neutral
adilijokowi,neutral
changan,neutral
benefits,neutral
kepada,neutral
betapa,neutral
next,neutral
bgtz,neutral
kedodoran,neutral
speechless,neutral
asks,neutral
r,neutral
akar,neutral
parlemen,neutral
pripun,neutral
arsin,neutral
betah,neutral
label,neutral
akbar,neutral
wag,neutral
memasukanya,neutral
taring,neutral
khofifah,neutral
ppn,neutral
dipajakin,neutral
unjuk,neutral
jijik,neutral
pikuk,neutral
blowup,neutral
dengen,neutral
irit,neutral
nyebokin,neutral
legend,neutral
sub,neutral
bas,neutral
emakzz,neutral
intoleran,neutral
kobar,neutral
sosmed,neutral
majudengankaryabermutu,neutral
dolar,neutral
ijazah,neutral
kkprl,neutral
rebut,neutral
owi,neutral
menteei,neutral
lahab,neutral
srius,neutral
woiii,neutral
fiskal,neutral
sekitar,neutral
literasi,neutral
rusak,neutral
alaikumsalam,neutral
wto,neutral
based,neutral
sumpahin,neutral
langgar,neutral
grasa,neutral
masalah,neutral
tenggelam,neutral
akan,neutral
taiikkk,neutral
hpnya,neutral
teh,neutral
domino,neutral
mentor,neutral
rahim,neutral
mimpin,neutral
pesawat,neutral
sd,neutral
otoritarianisme,neutral
markas,neutral
asimilasi,neutral
wkwkwwk,neutral
progresif,neutral
dayama,neutral
sales,neutral
pungli,neutral
undang,neutral
visit,neutral
peran,neutral
uenak,neutral
hianati,neutral
hadeehhh,neutral
tanam,neutral
polisi,neutral
pramono,neutral
madukoro,neutral
hizbullah,neutral
over,neutral
paa,neutral
gagas,neutral
buanyaak,neutral
singgung,neutral
mantap,neutral
its,neutral
arepe,neutral
ousts,neutral
dibngun,neutral
ur,neutral
nyeduh,neutral
kebun,neutral
odol,neutral
mustahil,neutral
gm,neutral
wis,neutral
science,neutral
asing,neutral
albania,neutral
sdng,neutral
habisndiperas,neutral
pupa,neutral
ultra,neutral
sim,neutral
je,neutral
audit,neutral
tema,neutral
namanyaa,neutral
hopeless,neutral
cacing,neutral
cak,neutral
ngerampok,neutral
continues,neutral
nan,neutral
camat,neutral
stabilitas,neutral
buntut,neutral
rusia,neutral
reklamasi,neutral
suami,neutral
ubur,neutral
ringan,neutral
rabbal,neutral
wewenangnya,neutral
medicine,neutral
bukus,neutral
percaya,neutral
pasu,neutral
food,neutral
his,neutral
raja,neutral
heads,neutral
number,neutral
syaikhu,neutral
thb,neutral
muslimin,neutral
eksekusi,neutral
bersebrangan,neutral
century,neutral
scara,neutral
tong,neutral
watchdogs,neutral
less,neutral
simak,neutral
kamar,neutral
bu,neutral
tindak,neutral
sekretaris,neutral
sekror,neutral
haqiqi,neutral
joss,neutral
oikn,neutral
meromantisasi,neutral
tukar,neutral
bahlul,neutral
hidung,neutral
inspiratif,neutral
karakter,neutral
habe,neutral
dalem,neutral
jokowirajakorup,neutral
pmi,neutral
sebnrnya,neutral
budaya,neutral
doomed,neutral
antek,neutral
sakti,neutral
muntah,neutral
dasar,neutral
paguyuban,neutral
kembali,neutral
ton,neutral
houthi,neutral
million,neutral
fpi,neutral
canggih,neutral
samsung,neutral
kes,neutral
militer,neutral
makar,neutral
jamin,neutral
melly,neutral
sakral,neutral
istigfar,neutral
popularitas,neutral
sinting,neutral
biji,neutral
komen,neutral
masiv,neutral
heli,neutral
nahhhh,neutral
menu,neutral
republicdaywithakashvani,neutral
adem,neutral
mnusia,neutral
golkar,neutral
apbd,neutral
kmp,neutral
making,neutral
copot,neutral
jajal,neutral
ktp,neutral
muter,neutral
framing,neutral
eskavator,neutral
kunker,neutral
hijriah,neutral
geliat,neutral
majlis,neutral
come,neutral
yme,neutral
dna,neutral
pln,neutral
cinta,neutral
labor,neutral
hkm,neutral
seksli,neutral
issue,neutral
botol,neutral
stronger,neutral
ngeyel,neutral
kategori,neutral
sosok,neutral
benernya,neutral
filled,neutral
zon,neutral
jih,neutral
odgj,neutral
tanwir,neutral
hilir,neutral
bogem,neutral
tuuuhhh,neutral
pidana,neutral
wamendagri,neutral
nderrr,neutral
jasa,neutral
syndrome,neutral
biyen,neutral
ketar,neutral
insya,neutral
propinsi,neutral
dompet,neutral
intip,neutral
banding,neutral
pabrik,neutral
susu,neutral
duka,neutral
labu,neutral
sembunyi,neutral
wi,neutral
periode,neutral
firaun,neutral
kikis,neutral
telusur,neutral
buru,neutral
limpah,neutral
potensial,neutral
kupang,neutral
praturan,neutral
juang,neutral
predator,neutral
antara,neutral
stigma,neutral
sesal,neutral
mak,neutral
kagum,neutral
siaga,neutral
ciamik,neutral
fpn,neutral
pangkas,neutral
hak,neutral
jeep,neutral
rambo,neutral
apbn,neutral
gaung,neutral
eror,neutral
install,neutral
mantab,neutral
pajang,neutral
kobuser,neutral
ngotot,neutral
puncak,neutral
celebs,neutral
ajak,neutral
tengkar,neutral
pindah,neutral
